id,pmid,test_ent_text,test_ent_label,test_ent_start,test_ent_end
35,31286956,Centella asiatica,ENTITY,112,129
35,31286956,Urban,ENTITY,135,140
35,31286956,Indian,ENTITY,151,157
35,31286956,Pennywort,ENTITY,158,167
35,31286956,tropical medicinal,ENTITY,174,192
35,31286956,Apiaceae family,ENTITY,204,219
35,31286956,native,ENTITY,220,226
35,31286956,Southeast Asian countries,ENTITY,230,255
35,31286956,nerve tonic,ENTITY,286,297
35,31286956,Ayuverdic medicine,ENTITY,301,319
35,31286956,neurotrophic factors,ENTITY,380,400
35,31286956,induce,ENTITY,404,410
35,31286956,human,ENTITY,411,416
35,31286956,mesenchymal stem cell,ENTITY,417,438
35,31286956,hMSCs,ENTITY,440,445
35,31286956,differentiation,ENTITY,447,462
35,31286956,neural lineage,ENTITY,472,486
35,31286956,study,ENTITY,509,514
35,31286956,investigate,ENTITY,524,535
35,31286956,effect,ENTITY,540,546
35,31286956,raw extract,ENTITY,552,563
35,31286956,C. asiatica,ENTITY,567,578
35,31286956,RECA,ENTITY,585,589
35,31286956,neural differentiation,ENTITY,598,620
35,31286956,hMSCs,ENTITY,624,629
35,31286956,in vitro,ENTITY,630,638
36,30043286,Trace Element,ENTITY,0,13
36,30043286,Uptake,ENTITY,14,20
36,30043286,Accumulation,ENTITY,25,37
36,30043286,Medicinal Herb Hypericum perforatum L.,ENTITY,45,83
36,30043286,Geolithological Settings,ENTITY,101,125
36,30043286,traditional medicines,ENTITY,161,182
36,30043286,herbal medicines,ENTITY,194,210
36,30043286,herbal,ENTITY,215,221
36,30043286,dietary supplements,ENTITY,222,241
36,30043286,quality,ENTITY,288,295
36,30043286,safety,ENTITY,300,306
36,30043286,health care,ENTITY,323,334
36,30043286,content,ENTITY,340,347
36,30043286,nutritional,ENTITY,351,362
36,30043286,toxic elements,ENTITY,379,393
36,30043286,medicinal plants,ENTITY,397,413
36,30043286,environmental,ENTITY,488,501
36,30043286,ecophysiological factors,ENTITY,506,530
36,30043286,study,ENTITY,540,545
36,30043286,concentrations,ENTITY,551,565
36,30043286,essential,ENTITY,569,578
36,30043286,non-essential trace elements-Co,ENTITY,583,614
36,30043286,Cr,ENTITY,616,618
36,30043286,Cu,ENTITY,620,622
36,30043286,Ni,ENTITY,624,626
36,30043286,Sr,ENTITY,628,630
36,30043286,Zn-were,ENTITY,636,643
36,30043286,roots,ENTITY,662,667
36,30043286,aerial parts,ENTITY,672,684
36,30043286,medicinal herb,ENTITY,741,755
36,30043286,Hypericum perforatum L.,ENTITY,756,779
36,30043286,St. John's wort,ENTITY,781,796
36,30043286,substrate,ENTITY,817,826
36,30043286,analyzed,ENTITY,840,848
36,30043286,trace elements,ENTITY,849,863
36,30043286,plant parts,ENTITY,891,902
36,30043286,edaphic conditions,ENTITY,916,934
36,30043286,soil,ENTITY,939,943
36,30043286,geochemistry,ENTITY,944,956
36,30043286,uptake,ENTITY,967,973
36,30043286,retention,ENTITY,978,987
36,30043286,H. perforatum,ENTITY,991,1004
36,30043286,compartments,ENTITY,1005,1017
36,30043286,Co,ENTITY,1021,1023
36,30043286,Cr,ENTITY,1025,1027
36,30043286,Ni,ENTITY,1033,1035
36,30043286,investigated,ENTITY,1071,1083
36,30043286,soils,ENTITY,1084,1089
36,30043286,mechanisms,ENTITY,1120,1130
36,30043286,plant,ENTITY,1138,1143
36,30043286,Ni,ENTITY,1163,1165
36,30043286,concentrations,ENTITY,1166,1180
36,30043286,aerial parts,ENTITY,1188,1200
36,30043286,herbal preparations,ENTITY,1219,1238
36,30043286,H. perforatum plants,ENTITY,1243,1263
36,30043286,serpentine soils,ENTITY,1269,1285
36,30043286,eventual,ENTITY,1324,1332
36,30043286,human,ENTITY,1333,1338
36,30043286,consumption,ENTITY,1339,1350
36,30043286,Good practice,ENTITY,1352,1365
36,30043286,herbal product,ENTITY,1380,1394
36,30043286,quality,ENTITY,1395,1402
36,30043286,H. perforatum,ENTITY,1406,1419
36,30043286,wild,ENTITY,1439,1443
36,30043286,geolithological,ENTITY,1492,1507
36,30043286,geochemical,ENTITY,1512,1523
36,30043286,features,ENTITY,1524,1532
36,30043286,harvesting areas,ENTITY,1540,1556
37,33383372,Improvements,ENTITY,0,12
37,33383372,estrogen deficiency-induced hypercholesterolemia,ENTITY,16,64
37,33383372,Hypericum perforatum L. extract,ENTITY,68,99
37,33383372,associated with,ENTITY,104,119
37,33383372,gut microbiota,ENTITY,120,134
37,33383372,metabolites,ENTITY,147,158
37,33383372,ovariectomized,ENTITY,162,176
37,33383372,OVX,ENTITY,178,181
37,33383372,rats,ENTITY,183,187
37,33383372,Hypericum perforatum L.,ENTITY,189,212
37,33383372,HP,ENTITY,214,216
37,33383372,natural medicine,ENTITY,232,248
37,33383372,effect,ENTITY,266,272
37,33383372,menopausal hypercholesterolemia,ENTITY,276,307
37,33383372,effect,ENTITY,322,328
37,33383372,HP extract,ENTITY,332,342
37,33383372,gut microbiota,ENTITY,346,360
37,33383372,metabolites,ENTITY,373,384
37,33383372,metabolic disease,ENTITY,412,429
37,33383372,occurrence,ENTITY,430,440
37,33383372,estrogen deficiency,ENTITY,460,479
37,33383372,study,ENTITY,532,537
37,33383372,investigate,ENTITY,546,557
37,33383372,effects,ENTITY,562,569
37,33383372,HP extract,ENTITY,573,583
37,33383372,gut,ENTITY,587,590
37,33383372,microbial,ENTITY,591,600
37,33383372,composition,ENTITY,601,612
37,33383372,metabolite,ENTITY,625,635
37,33383372,profiles,ENTITY,636,644
37,33383372,ovariectomized,ENTITY,648,662
37,33383372,OVX,ENTITY,664,667
37,33383372,rats,ENTITY,669,673
37,33383372,relationships,ENTITY,689,702
37,33383372,pathological indicators,ENTITY,711,734
37,33383372,alterations,ENTITY,739,750
37,33383372,gut,ENTITY,759,762
37,33383372,microbial,ENTITY,763,772
37,33383372,composition,ENTITY,773,784
37,33383372,genus,ENTITY,792,797
37,33383372,level,ENTITY,798,803
37,33383372,metabolites,ENTITY,808,819
37,33383372,Body weight,ENTITY,821,832
37,33383372,serum parameters,ENTITY,834,850
37,33383372,liver lipids,ENTITY,852,864
37,33383372,histomorphology,ENTITY,869,884
37,33383372,Microbial,ENTITY,902,911
37,33383372,composition,ENTITY,912,923
37,33383372,analyzed,ENTITY,928,936
37,33383372,16S rRNA sequencing,ENTITY,943,962
37,33383372,Fecal short-chain fatty acids,ENTITY,964,993
37,33383372,SCFAs,ENTITY,995,1000
37,33383372,serum bile acids,ENTITY,1006,1022
37,33383372,quantitatively,ENTITY,1028,1042
37,33383372,Correlations,ENTITY,1053,1065
37,33383372,pathological indicators,ENTITY,1074,1097
37,33383372,alteration,ENTITY,1102,1112
37,33383372,gut microbiota,ENTITY,1116,1130
37,33383372,metabolites,ENTITY,1135,1146
37,33383372,investigated,ENTITY,1152,1164
37,33383372,Spearman's rank correlation test,ENTITY,1171,1203
37,33383372,Gene expression,ENTITY,1205,1220
37,33383372,3-hydroxy-3-methylglutaryl coenzyme A,ENTITY,1224,1261
37,33383372,cholesterol 7α-hydroxylase,ENTITY,1283,1309
37,33383372,CYP7A1,ENTITY,1311,1317
37,33383372,cholesterol 27-hydroxylase,ENTITY,1323,1349
37,33383372,CYP27A1,ENTITY,1351,1358
37,33383372,liver,ENTITY,1367,1372
37,33383372,G protein-coupled receptors,ENTITY,1377,1404
37,33383372,GPCRs,ENTITY,1406,1411
37,33383372,GPR43,ENTITY,1413,1418
37,33383372,GPR41,ENTITY,1423,1428
37,33383372,ZO-1,ENTITY,1431,1435
37,33383372,occludin,ENTITY,1440,1448
37,33383372,cecum,ENTITY,1456,1461
37,33383372,PCR,ENTITY,1481,1484
37,33383372,Microbial composition,ENTITY,1486,1507
37,33383372,metabolite,ENTITY,1512,1522
37,33383372,profiles,ENTITY,1523,1531
37,33383372,OVX,ENTITY,1562,1565
37,33383372,rats,ENTITY,1566,1570
37,33383372,sham,ENTITY,1585,1589
37,33383372,rats,ENTITY,1590,1594
37,33383372,bacterial genera,ENTITY,1603,1619
37,33383372,SCFAs,ENTITY,1623,1628
37,33383372,bile acids,ENTITY,1636,1646
37,33383372,biomarkers,ENTITY,1679,1689
37,33383372,Differential genera,ENTITY,1691,1710
37,33383372,SCFAs,ENTITY,1712,1717
37,33383372,bile acids,ENTITY,1722,1732
37,33383372,associated with,ENTITY,1746,1761
37,33383372,weight,ENTITY,1762,1768
37,33383372,total cholesterol,ENTITY,1770,1787
37,33383372,TC,ENTITY,1789,1791
37,33383372,low-density lipoprotein cholesterol,ENTITY,1797,1832
37,33383372,LDL-C,ENTITY,1834,1839
37,33383372,OVX,ENTITY,1845,1848
37,33383372,rats,ENTITY,1849,1853
37,33383372,HP,ENTITY,1855,1857
37,33383372,administration,ENTITY,1858,1872
37,33383372,reverse,ENTITY,1891,1898
37,33383372,pathological,ENTITY,1903,1915
37,33383372,symptoms,ENTITY,1916,1924
37,33383372,body weight gain,ENTITY,1928,1944
37,33383372,serum lipid disorders,ENTITY,1946,1967
37,33383372,hepatic steatosis,ENTITY,1972,1989
37,33383372,gut,ENTITY,2021,2024
37,33383372,microbial,ENTITY,2025,2034
37,33383372,composition,ENTITY,2035,2046
37,33383372,metabolite,ENTITY,2051,2061
37,33383372,profiles,ENTITY,2062,2070
37,33383372,HP,ENTITY,2082,2084
37,33383372,administration,ENTITY,2085,2099
37,33383372,upregulated,ENTITY,2114,2125
37,33383372,levels,ENTITY,2130,2136
37,33383372,CYP7A1,ENTITY,2140,2146
37,33383372,GPR43,ENTITY,2148,2153
37,33383372,GPR41,ENTITY,2158,2163
37,33383372,HP,ENTITY,2180,2182
37,33383372,ameliorate,ENTITY,2187,2197
37,33383372,estrogen deficiency-induced hypercholesterolemia,ENTITY,2198,2246
37,33383372,mechanism,ENTITY,2263,2272
37,33383372,associated with,ENTITY,2280,2295
37,33383372,improvements,ENTITY,2296,2308
37,33383372,gut microbiota,ENTITY,2312,2326
37,33383372,composition,ENTITY,2327,2338
37,33383372,metabolites,ENTITY,2366,2377
37,33383372,increases,ENTITY,2389,2398
37,33383372,bile acid,ENTITY,2402,2411
37,33383372,secretion,ENTITY,2412,2421
